,Publication Link,Publication DOI,Alt Links,Publication Type,Title,Cited By,Cited By Link,On Earth MRI Publication Page?,X_LLM_Title,X_LLM_Journal,X_LLM_Publisher,X_LLM_Date,X_LLM_Year,X_LLM_Authors,X_LLM_Affiliations,X_LLM_Abstract,X_LLM_Keywords,X_LLM_Funders,X_LLM_Study_Area,X_LLM_Methods,X_LLM_Datasets,Record_Type,X_LLM_Authors_Clean,X_LLM_Authors_IDs,X_LLM_Authors_Parsed,Publisher,pub_id,count_authors,count_author_ids,NEW_AUTHORS,Notes
14,https://www.usgs.gov/data/airborne-horizontal-magnetic-gradient-and-radiometric-survey-over-parts-southeast-missouri,https://doi.org/10.5066/P9TK8KMM,NA,Dataset/Data Release,"Airborne horizontal magnetic gradient and radiometric survey over parts of southeast Missouri, southern Illinois and western Kentucky - The Gap survey, 2021",NA,NA,NA,"Digital flight line data for a high-resolution horizontal magnetic gradient and radiometric survey over southeast Missouri, southern Illinois, and western Kentucky",NA,NA,NA,2019,NA,Missouri Geological Survey; U.S. Geological Survey (USGS),"This publication provides digital flight line data for a high-resolution horizontal magnetic gradient and radiometric survey over an area of southeast Missouri, southern Illinois, and western Kentucky.",NA,NA,"southeast Missouri, southern Illinois, and western Kentucky",magnetic gradient survey; radiometric survey,NA,Parent,Anne E McCafferty; Dylan M Connell,770,"McCafferty, Anne E.",U.S. Geological Survey,59,2,0,"Connell, Dylan M","Revised X_LLM_Authors_IDs/X_LLM_Authors_Parsed to inclide770 (McCafferty, Anne E.) and Revised NEW_AUTHORS to include Connell, Dylan M"
15,https://www.usgs.gov/data/airborne-magnetic-and-radiometric-survey-southeast-mojave-desert-california-and-nevada,https://doi.org/10.5066/P9UWYYK9,NA,Dataset/Data Release,"Airborne magnetic and radiometric survey of the southeast Mojave Desert, California and Nevada",NA,NA,NA,High-Resolution Airborne Magnetic and Radiometric Survey of the Southeast Mojave Desert,NA,NA,NA,2020,NA,NA,"A high-resolution airborne magnetic and radiometric survey of the southeast Mojave Desert, parts of California and Nevada was flown by EDCON-PRJ, Inc. from December 13, 2019 to March 21, 2020. The high-resolution fixed-wing survey was flown at a flightline spacing of 200 m, an azimuth of 70 degrees, a nominal elevation above ground of 100 m, and consists of about 17,277 line-kilometers. Tie lines were flown at a flightline spacing of 2 km with an azimuth of 160 degrees. Magnetic data were processed by EDCON-PRJ, Inc. and include corrections for diurnal variations of the Earth's magnetic field, magnetic field of the aircraft, tie-line leveled, micro-leveled, and an International Geomagnetic Reference of the Earth for the time of the survey. Radiometric data were processed by the contractor and include corrections for aircraft and cosmic background radiation, radon background, Compton scattering effects, and variations in altitude. Data presented include a readme file; survey report; magnetic and radiometric databases; and grids of residual magnetic intensity, potassium, equivalent thorium, and equivalent uranium.",NA,NA,"Southeast Mojave Desert, California and Nevada",Airborne magnetic survey; Airborne radiometric survey,magnetic and radiometric databases; grids of residual magnetic intensity; potassium; equivalent thorium; equivalent uranium,Parent,David A Ponce; Benjamin J Drenth,947; 98,"Ponce, D.; Benjamin J Drenth, Ph.D",U.S. Geological Survey,60,2,0,,"Revised X_LLM_Authors_IDs/X_LLM_Authors_Parsed to inclide 947 (Ponce, D.) & 98 (Benjamin J Drenth, Ph.D)"
16,https://www.usgs.gov/data/airborne-magnetic-and-radiometric-survey-boulder-batholith-region-montana-2022-0,https://doi.org/10.5066/P13JSLF6,NA,Dataset/Data Release,"Airborne magnetic and radiometric survey, Boulder Batholith region, Montana, 2022",NA,NA,NA,Digital Flight Line Data for a High-Resolution Airborne Magnetic and Radiometric Survey over Parts of Montana,NA,NA,NA,2023,NA,"Sander Geophysics Limited; Dewberry Engineers, Inc.; USGS",This data release provides digital flight line data for a high-resolution airborne magnetic and radiometric survey over parts of Montana in the vicinity of the Boulder Batholith. The airborne survey was jointly funded by the Earth Mapping Resources Initiative and Kennecott Exploration Company. The survey was designed to meet complementary needs related to geologic mapping and characterization of mineral resource potential.,NA,Earth Mapping Resources Initiative; Kennecott Exploration Company; US Geological Survey,"Montana, Boulder Batholith",Airborne magnetic survey; Airborne radiometric survey,flight line data for the magnetic survey; flight line data for the radiometric survey,Parent,April D Allen Langhans; Benjamin J Drenth; Dylan M Connell,667; 98,"Langhans, A D Allen; Benjamin J Drenth, Ph.D",U.S. Geological Survey,61,3,0,"Connell, Dylan M","Revised X_LLM_Authors_IDs/X_LLM_Authors_Parsed to include 667 (Langhans, A D Allen) & 98 (Benjamin J Drenth, Ph.D) and Revised NEW_AUTHORS to include Connell, Dylan M"
17,https://www.usgs.gov/data/airborne-magnetic-and-radiometric-survey-central-arkansas-and-southern-missouri-2023,https://doi.org/10.5066/P14LKCZW,NA,Dataset/Data Release,"Airborne magnetic and radiometric survey, central Arkansas and southern Missouri, 2023",NA,NA,NA,Digital Flight Line Data for a High-Resolution Magnetic and Radiometric Survey over Part of Central Arkansas and Southern Missouri,NA,NA,NA,2023,NA,NA,This publication provides digital flight line data for a high-resolution magnetic and radiometric survey over part of central Arkansas and southern Missouri. The airborne geophysical survey was funded by the Earth Mapping Resources Initiative and was designed to meet the complimentary needs related to geologic mapping and mineral resource research.,NA,Earth Mapping Resources Initiative,central Arkansas and southern Missouri,airborne geophysical survey; magnetic survey; radiometric survey,flight line data for the magnetic survey; flight line data for the radiometric survey,Parent,Chelsea M Amaral; Anne E McCafferty; Dylan M Connell,31; 770,"Amaral, Chelsea Morgan; McCafferty, Anne E.",U.S. Geological Survey,62,3,0,"Connell, Dylan M","Revised X_LLM_Authors_IDs/X_LLM_Authors_Parsed to include 31 (Amaral, Chelsea Morgan) & 770 (McCafferty, Anne E.) and Revised NEW_AUTHORS to include Connell, Dylan M"
18,https://www.usgs.gov/data/airborne-magnetic-and-radiometric-survey-colorado-mineral-belt-mid-block-2023,https://doi.org/10.5066/P13GZYNT,NA,Dataset/Data Release,"Airborne Magnetic and Radiometric Survey, Colorado Mineral Belt, Mid Block, 2023",NA,NA,NA,High-Resolution Airborne Magnetic and Radiometric Survey over the Central Portion of the Colorado Mineral Belt,NA,NA,NA,2024,NA,"NV5 Geospatial, Inc.; Precision GeoSurveys, Inc.; EDCON-PRJ, Inc.","This data release provides digital flight-line and gridded data for a high-resolution airborne magnetic and radiometric survey over the central portion of the Colorado Mineral Belt, central Colorado. The survey was acquired as part of the USGS Earth Mapping Resource Initiative (Earth MRI) to improve our understanding of the fundamental geologic framework underpinning the Colorado Mineral Belt.",airborne survey; magnetic data; radiometric data; Colorado Mineral Belt; critical minerals,USGS,Colorado Mineral Belt,airborne survey; magnetometer; gamma-ray spectrometer; data processing,NA,Parent,April D Allen Langhans; Patricia G Macqueen; V. J. S Grauch,667; 728; 434,"Langhans, A D Allen; Macqueen, Patricia G.; Grauch, V. J. S.",U.S. Geological Survey,63,1,0,,"Revised X_LLM_Authors_IDs/X_LLM_Authors_Parsed to include 667 (Langhans, A D Allen), 728 (Macqueen, Patricia G.) & 434 (Grauch, V. J. S.)"
19,https://www.usgs.gov/data/airborne-magnetic-and-radiometric-survey-colorado-mineral-belt-southwest-block-2023,https://doi.org/10.5066/P1F3EHPN,NA,Dataset/Data Release,"Airborne Magnetic and Radiometric Survey, Colorado Mineral Belt, Southwest Block, 2023",NA,NA,NA,High-Resolution Airborne Magnetic and Radiometric Survey over the Southwestern Portion of the Colorado Mineral Belt,NA,NA,NA,2023,NA,"NV5 Geospatial, Inc.; Precision GeoSurveys, Inc.; EDCON-PRJ, Inc.; USGS","This data release provides digital flight-line and gridded data for a high-resolution airborne magnetic and radiometric survey over the southwestern portion of the Colorado Mineral Belt, southwestern Colorado. The survey was acquired as part of the UGSS Earth Mapping Resource Initiative (Earth MRI) to improve our understanding of the fundamental geologic framework underpinning the Colorado Mineral Belt.",airborne survey; magnetic data; radiometric data; Colorado Mineral Belt; critical minerals,NA,Colorado Mineral Belt,airborne survey; magnetometer; gamma-ray spectrometer; data processing,NA,Parent,V. J. S Grauch; Patricia G Macqueen; April D Allen Langhans,434; 667; 728,"Grauch, V. J. S.; Langhans, A D Allen; Macqueen, Patricia G.",U.S. Geological Survey,64,3,0,,"Revised X_LLM_Authors_IDs/X_LLM_Authors_Parsed to include 434 (Grauch, V. J. S.), 667 (Langhans, A D Allen), & 728 (Macqueen, Patricia G.)"
20,https://www.usgs.gov/data/airborne-magnetic-and-radiometric-survey-columbia-south-carolina-and-surrounds-2020,https://doi.org/10.5066/P9JXOP0U,NA,Dataset/Data Release,"Airborne magnetic and radiometric survey, Columbia, South Carolina and surrounds, 2020",NA,NA,NA,"Digital Flight Line Data for a High-Resolution Airborne Magnetic and Radiometric Survey over Columbia, South Carolina",NA,NA,NA,2020,NA,NA,"This data release provides digital flight line data for a high-resolution airborne magnetic and radiometric survey over Columbia, South Carolina, and the surrounding region. The airborne data collection was funded by the U.S. Geological Survey (USGS) Earth Mapping Resource Initiative (Earth MRI) with goals of better understanding placer deposits containing critical mineral resources titanium, zirconium, and rare earth elements and of imaging the crystalline basement partly buried beneath Atlantic Coastal Plain sediments.",airborne magnetic survey; radiometric survey; critical mineral resources; placer deposits,U.S. Geological Survey (USGS),"Columbia, South Carolina",airborne magnetic survey; radiometric survey,NA,Parent,Anjana K Shah; Dylan M Connell,1052,"Shah, A.K.",U.S. Geological Survey,65,2,0,"Connell, Dylan M","Revised X_LLM_Authors_IDs/X_LLM_Authors_Parsed to inclide 1052 (Shah, A.K.) and Revised NEW_AUTHORS to include Connell, Dylan M"
21,https://www.usgs.gov/data/airborne-magnetic-and-radiometric-survey-medicine-bow-mountains-wyoming-2023,https://doi.org/10.5066/P14JRVJ7,NA,Dataset/Data Release,"Airborne magnetic and radiometric survey, Medicine Bow Mountains, Wyoming, 2023",NA,NA,NA,Digital Flight Line Data for a High-Resolution Airborne Magnetic and Radiometric Survey over the Medicine Bow Mountains in Southern Wyoming,NA,NA,NA,2023,NA,EON Geosciences Inc.; Woolpert Inc.; USGS,This data release provides digital flight line data for a high-resolution airborne magnetic and radiometric survey over the Medicine Bow Mountains in southern Wyoming. The airborne survey was jointly funded by the Earth Mapping Resources Initiative and the Wyoming State Geological Survey (WSGS). The survey was designed to meet complementary needs related to geologic mapping and characterization of mineral resource potential.,NA,Earth Mapping Resources Initiative; Wyoming State Geological Survey,"Medicine Bow Mountains, southern Wyoming",Airborne magnetic survey; Airborne radiometric survey,flight line data for the magnetic survey; flight line data for the radiometric survey,Parent,Dylan M Connell; Benjamin J Drenth; April D Allen Langhans,98; 667,"Benjamin J Drenth, Ph.D; Langhans, A D Allen",U.S. Geological Survey,66,1,0,"Connell, Dylan M","Revised X_LLM_Authors_IDs/X_LLM_Authors_Parsed to include 98 (Benjamin J Drenth, Ph.D) & 667 (Langhans, A D Allen) and Revised NEW_AUTHORS to include Connell, Dylan M"
22,https://www.usgs.gov/data/airborne-magnetic-and-radiometric-survey-northwestern-minnesota-2021,https://doi.org/10.5066/P97D2JJE,NA,Dataset/Data Release,"Airborne magnetic and radiometric survey, northwestern Minnesota, 2021",NA,NA,NA,Digital Flight Line Data for Airborne Magnetic and Radiometric Survey over Northwestern Minnesota,NA,USGS,NA,2021,"EDCON-PRJ; NV5 Geospatial, Inc.","EDCON-PRJ; NV5 Geospatial, Inc.; USGS",This data release provides digital flight line data for a high-resolution airborne magnetic and radiometric survey over parts of northwestern Minnesota near the town of Mentor. The airborne survey was funded by the Earth Mapping Resources Initiative and was designed to meet complementary needs related to geologic mapping and characterization of mineral resource potential.,airborne survey; magnetic data; radiometric data; geologic mapping; mineral resource potential,Earth Mapping Resources Initiative,northwestern Minnesota,fixed-wing aircraft; magnetometer; gamma-ray spectrometer,flight line data for the magnetic survey; flight line data for the radiometric survey,Parent,"EDCON-PRJ; NV5 Geospatial, I. n. c.",319,EDCON-PRJ,U.S. Geological Survey,67,2,1,,Why is this an organization but it gets an author ID??
23,https://www.usgs.gov/data/airborne-magnetic-and-radiometric-survey-south-pass-granite-mountains-region-wyoming-2023,https://doi.org/10.5066/P13W5Y9W,NA,Dataset/Data Release,"Airborne magnetic and radiometric survey, South Pass-Granite Mountains region, Wyoming, 2023",NA,NA,NA,Digital Flight Line Data for a High-Resolution Airborne Magnetic and Radiometric Survey over the South Pass-Granite Mountains Region in Central Wyoming,NA,NA,NA,2023,NA,Wyoming State Geological Survey; USGS; New Sense Geophysics Ltd.; Merrick-Surdex Joint Venture,"This data release provides digital flight line data for a high-resolution airborne magnetic and radiometric survey over the South Pass-Granite Mountains region in central Wyoming. The airborne survey was funded by the state of Wyoming, designed by the Wyoming State Geological Survey (WSGS), and contracted by the USGS.",airborne survey; magnetic data; radiometric data; geologic mapping; mineral resource potential,state of Wyoming,"South Pass-Granite Mountains region, central Wyoming",airborne magnetic survey; airborne radiometric survey; helicopter data collection,flight line data for the magnetic survey; flight line data for the radiometric survey; Geosoft databases; grids for the magnetic and radiometric survey,Parent,April D Allen Langhans; Benjamin J Drenth; Dylan M Connell,667; 98,"Langhans, A D Allen; Benjamin J Drenth, Ph.D",U.S. Geological Survey,68,3,0,"Connell, Dylan M","Revised X_LLM_Authors_IDs/X_LLM_Authors_Parsed to include 667 (Langhans, A D Allen) & 98 (Benjamin J Drenth, Ph.D) and Revised NEW_AUTHORS to include Connell, Dylan M"
24,https://www.usgs.gov/data/airborne-magnetic-and-radiometric-survey-southeast-missouri-and-western-illinois-2018-2019,https://doi.org/10.5066/P9PBDSA1,NA,Dataset/Data Release,"Airborne magnetic and radiometric survey, southeast Missouri and western Illinois, 2018-2019",NA,NA,NA,Digital flight line data for a high-resolution horizontal magnetic gradient and radiometric survey over southeast Missouri and western Illinois,NA,U.S. Geological Survey,NA,2019,NA,"U.S. Geological Survey; Terraquest, Ltd.",This publication provides digital flight line data for a high-resolution horizontal magnetic gradient and radiometric survey over an area of southeast Missouri and western Illinois. The survey represents the first airborne geophysical survey conducted as part of the U.S. Geological Survey (USGS) Earth Mapping Resource Initiative (Earth MRI) effort.,NA,NA,southeast Missouri and western Illinois,airborne geophysical survey; fixed wing aircraft; magnetometers; gamma ray spectrometer,Geosoft databases; grids for the magnetic survey; grids for the radiometric survey,Parent,Michaela R Johnson; Anne E McCafferty,770,"McCafferty, Anne E.",U.S. Geological Survey,69,1,0,"Johnson, Michaela R","Revised X_LLM_Authors_IDs/X_LLM_Authors_Parsed to inclide770 (McCafferty, Anne E.) and Revised NEW_AUTHORS to include Johnson, Michaela R"
25,https://www.usgs.gov/data/airborne-magnetic-and-radiometric-survey-virginia-and-north-carolina-fall-zone-2021,https://doi.org/10.5066/P9RQCG2I,NA,Dataset/Data Release,"Airborne magnetic and radiometric survey, Virginia and North Carolina Fall Zone, 2021",NA,NA,NA,Digital Flight Line Data for a High-Resolution Airborne Magnetic and Radiometric Survey over Virginia and North Carolina,NA,NA,NA,2021,NA,"Eon Geosciences, Inc.; Woolpert, Inc.; U.S. Geological Survey","This data release provides digital flight line data for a high-resolution airborne magnetic and radiometric survey over Virginia and North Carolina along and near the eastern U.S. 'Fall Zone', which represents the transitional area between Atlantic Coastal Plain sediments and Piedmont metamorphic and igneous rocks.",airborne magnetic survey; radiometric survey; critical mineral resources; geologic mapping; seismic zone,U.S. Geological Survey (USGS) Earth Mapping Resources Initiative (Earth MRI); National Cooperative Geological Mapping Program (NCGMP),Virginia and North Carolina,fixed wing aircraft; magnetometer; gamma ray spectrometer,NA,Parent,Dylan M Connell; Anjana K Shah,1052,"Shah, A.K.",U.S. Geological Survey,70,1,0,"Connell, Dylan M","Revised X_LLM_Authors_IDs/X_LLM_Authors_Parsed to inclide 1052 (Shah, A.K.) and Revised NEW_AUTHORS to include Connell, Dylan M"
26,https://www.usgs.gov/data/airborne-magnetic-and-radiometric-survey-western-arkansas-2022,https://doi.org/10.5066/P9RC44VO,NA,Dataset/Data Release,"Airborne magnetic and radiometric survey, western Arkansas, 2022",NA,NA,NA,Digital Flight Line Data for a High-Resolution Magnetic and Radiometric Survey over Part of Western Arkansas,NA,NA,NA,2022,NA,EON Geosciences Inc.; USGS,This publication provides digital flight line data for a high-resolution magnetic and radiometric survey over part of western Arkansas. The airborne geophysical survey was funded by the USGS National Cooperative Geologic Mapping Program.,NA,USGS National Cooperative Geologic Mapping Program,Western Arkansas,Airborne geophysical survey; Magnetic survey; Radiometric survey,Flight line data for the magnetic survey; Flight line data for the radiometric survey,Parent,Dylan M Connell; Anne E McCafferty; Chelsea M Amaral,770; 31,"McCafferty, Anne E.; Amaral, Chelsea Morgan",U.S. Geological Survey,71,1,0,"Connell, Dylan M","Revised X_LLM_Authors_IDs/X_LLM_Authors_Parsed to include 770 (McCafferty, Anne E.) & 31 (Amaral, Chelsea Morgan) and Revised NEW_AUTHORS to include Connell, Dylan M"
27,https://dggs.alaska.gov/pubs/id/31169,https://doi.org/10.14509/31169,NA,Dataset/Data Release,"Bedrock geologic map of the Western Tanacross area, Tanacross Quadrangle, Alaska",NA,NA,NA,"Bedrock geologic map of the Western Tanacross area, Tanacross Quadrangle, Alaska","Geologic investigation of the Western Tanacross and Taylor Mountain areas, Tanacross and Eagle quadrangles, Alaska",Alaska Division of Geological & Geophysical Surveys,2024,2024,Alicja Wypych; T.J. Naibert; R.J. Newberry; Evan Twelker; M.M. Gavel; A.D. Wildland; D.J. Szumigala; S.P. Regan; D.F. Avirett; M.L. Barrera; C.M. Bernard; N.J. Blackwell; S.N. Fessenden; D.A. Harvey; A.K. Hubbard; S.S. Masterman; I.P. Muller; M.M. Turner; W.C. Wyatt,NA,NA,Amphibolite; Andesite; Basalt; Batholith; Cenozoic; Chicken Metamorphic Complex; Conglomerate; Correlation; Cretaceous; Dacite; Devonian; DGGS; Dike; Diorite; Earth MRI; Felsic; Folding; Folds; Fortymile River Assemblage; Fossils; Gabbro; Geologic; geoscientificInformation; Gneiss; Gold; Granite; Granodiorite; Graphite; Greenschist; Greenstone; Hornfels; Igneous; Interpretation; Intrusive; Jarvis Belt; Jurassic; Lake George Assemblage; Late Cretaceous; Marble; Metamorphic; Metamorphism; Minerals; Mississippian; Monzodiorite; Monzonite; Mudstone; Orthogneiss; Paleogene; Paleozoic; Pegmatite; Permian; Phyllite; Plutonic; Plutons; Porphyry; Proterozoic; Quartzite; Regional; Rhyolite; Rocks; Sandstone; Schist; Sediment; Sedimentary; Siltstone; Silver; Stratigraphy; Syenite; Taylor Mountain Batholith; Tonalite; Trachyandesite; Trachybasalt; Trachyte; Tremolite; Triassic; Trondhjemite; Tuff; Ultramafic; Volcanic,Earth Mapping Resources Initiative (Earth MRI),"Western Tanacross area, Tanacross Quadrangle, Alaska",NA,NA,Parent,"Wypych, A. l. i. c. j. a.; Naibert, T. J.; Newberry, R. J.; Twelker, E. v. a. n.; Gavel, M. M.; Wildland, A. D.; Szumigala, D. J.; Regan, S. P.; Avirett, D. F.; Barrera, M. L.; Bernard, C. M.; Blackwell, N. J.; Fessenden, S. N.; Harvey, D. A.; Hubbard, A. K.; Masterman, S. S.; Muller, I. P.; Turner, M. M.; Wyatt, W. C.",1267; 859; 864; 1178; 402; 1241; 1135; 986; 61; 83; 106; 122; 359; 474; 527; 753; 845; 1266,"Wypych, Alicja; Naibert, Travis J.; Newberry, Rainer J.; Twelker, Evan; Gavel, Michelle M.; Wildland, Alec D.; Szumigala, David J.; Regan, Sean P.; Avirett, Dylan F.; Barrera, Michael L.; Bernard, Curtis M.; Blackwell, Noel J S; Fessenden, Serena N.; Harvey, David A.; Hubbard, Angie K.; Masterman, Steve S.; Muller, Izzy P.; Wyatt, W. Chris",Alaska Division of Geological & Geophysical Surveys,74,19,18,"Turner, M. M.","Revised NEW_AUTHORS to include Turner, M. M."
28,https://www.usgs.gov/data/density-and-magnetic-susceptibility-measurements-precambrian-rocks-central-upper-peninsula,https://doi.org/10.5066/P9LLMHH8,NA,Dataset/Data Release,"Density and magnetic susceptibility measurements on Precambrian rocks in the central Upper Peninsula, Michigan, 2021-2022",NA,NA,NA,Rock Physical Property Measurements in the Central Upper Peninsula of Michigan,NA,NA,NA,NA,NA,NA,"The U.S. Geological Survey (USGS) collected rock physical property measurements to help understand causative sources of gravity and magnetic survey anomalies in the central Upper Peninsula of Michigan. A total of 1,460 measurements of magnetic susceptibility and density from 61 outcrops and 37 boreholes have been conducted on Precambrian rocks. The measurements aid in interpretation of gravity and airborne magnetic data that are helping to understand Precambrian geology and potential mineral resources. For outcrop measurements, lithologic info is provided. Sample locations were determined using handheld Global Position System units. Measurements from drill core samples at the State of Michigan public core facility in KI Sawyer and the Cleveland Cliffs Inc. drill core facility in Ishpeming are also presented. For these measurements, the drill hole name, depth, and lithologic unit are provided.",NA,NA,Central Upper Peninsula of Michigan,rock physical property measurements; magnetic susceptibility measurements; density measurements; gravity and magnetic survey interpretation,NA,Parent,Philip J Brown II; Laurel G Woodruff; William F Cannon; Benjamin J Drenth,165; 1256; 185; 98,"Brown, P J; Woodruff, L.; Cannon, W F;  Benjamin J Drenth, Ph.D",U.S. Geological Survey,77,1,0,,"Revised X_LLM_Authors_IDs/X_LLM_Authors_Parsed to include165 (Brown, P J), 1256 (Woodruff, L.), 185 (Cannon, W F) & 98 (Benjamin J Drenth, Ph.D) "
29,https://dggs.alaska.gov/pubs/id/30755,https://doi.org/10.14509/30755,NA,Dataset/Data Release,Eagle airborne magnetic and radiometric geophysical survey,NA,NA,NA,Eagle airborne magnetic and radiometric geophysical survey,Geophysical Report 2021-2,Alaska Division of Geological & Geophysical Surveys,2021,2021,A.M. Emond; MPX Geophysics LTD,NA,NA,Aeromagnetic; Aeromagnetic Data; Aeromagnetic Map; Aeromagnetic Survey; Airborne Geophysical Survey,NA,Alaska,NA,gpr2021_002_eagle_ascii_data; gpr2021_002_eagle_databases_geosoft; gpr2021_002_eagle_documents; gpr2021_002_eagle_grids_ermapper; gpr2021_002_eagle_grids_geosoft; gpr2021_002_eagle_images_registered; gpr2021_002_eagle_kmz; gpr2021_002_eagle_maps_geosoft_format; gpr2021_002_eagle_maps_jpg_format; gpr2021_002_eagle_maps_pdf_format; gpr2021_002_eagle_vector_data,Parent,"Emond, A. M.; LTD, MPX Geophysics",327,"Emond, A.",Alaska Division of Geological & Geophysical Surveys,82,2,1,,"Author is an organization, not a person, so not included"
30,https://www.usgs.gov/data/geochemical-analyses-bauxite-and-associated-rocks-arkansas-bauxite-region-central-arkansas,https://doi.org/10.5066/P999FSXM,NA,Dataset/Data Release,"Geochemical analyses of bauxite and associated rocks from the Arkansas bauxite region, central Arkansas",NA,NA,NA,Analytical results of samples of bauxite and associated rocks from the Arkansas bauxite region,NA,NA,NA,2018,U.S. Geological Survey (U.S. Department of the Interior),U.S. Geological Survey,"This data release compiles major and trace element analytical results of samples of bauxite (aluminum ore) and associated rocks collected from the Arkansas bauxite region, located near the center of Arkansas in Pulaski and Saline Counties. Samples were collected by the U.S. Geological Survey (USGS) in April 2018 as part of the USGS' focus on increased understanding of the United States' critical mineral resources.",bauxite; aluminum ore; critical minerals; gallium; rare earth elements,NA,Arkansas bauxite region,Inductively Coupled Plasma-Optical Emission Spectrometry (ICP-OES); Inductively Coupled Plasma-Mass Spectrometry (ICP-MS),NA,Parent,"Survey, U. S. Geological",NA,NA,U.S. Geological Survey,89,1,0,,"Author is an organization, not a person, so not included"
