,Publication Link,Publication DOI,Alt Links,Publication Type,Title,Cited By,Cited By Link,On Earth MRI Publication Page?,X_LLM_Title,X_LLM_Journal,X_LLM_Publisher,X_LLM_Date,X_LLM_Year,X_LLM_Authors,X_LLM_Affiliations,X_LLM_Abstract,X_LLM_Keywords,X_LLM_Funders,X_LLM_Study_Area,X_LLM_Methods,X_LLM_Datasets,Record_Type,X_LLM_Authors_Clean,X_LLM_Authors_IDs,X_LLM_Authors_Parsed,Publisher,pub_id,count_authors,count_author_ids,NEW_AUTHORS,Notes
31,https://dggs.alaska.gov/pubs/id/31167,https://doi.org/10.14509/31167,NA,Dataset/Data Release,"Geologic background and map unit descriptions to accompany bedrock geologic maps of the western Tanacross and Taylor Mountain areas, Tanacross and Eagle quadrangles, Alaska",NA,NA,NA,"Geologic background and map unit descriptions to accompany bedrock geologic maps of the western Tanacross and Taylor Mountain areas, Tanacross and Eagle quadrangles, Alaska",Alaska Division of Geological & Geophysical Surveys Preliminary Interpretive Report,Alaska Division of Geological & Geophysical Surveys,1/1/2024,2024,"Naibert, T.J.; Wypych, Alicja; Newberry, R.J.; Twelker, Evan; Gavel, M.M.; Wildland, A.D.; Barrera, M.L.; Szumigala, D.J.; Regan, S.P.; Avirett, D.F.; Bernard, C.M.; Blackwell, N.J.; Fessenden, S.N.; Harvey, D.A.; Hubbard, A.K.; Masterman, S.S.; Muller, I.P.; Turner, M.M.; Wyatt, W.C.",NA,NA,Amphibolite; Andesite; Basalt; Cenozoic; Cretaceous; Devonian; Earth MRI; Fossils; Geologic; Jurassic; Metamorphic; Paleozoic; Volcanic,Earth Mapping Resources Initiative (Earth MRI),"Western Tanacross and Taylor Mountain areas, Tanacross and Eagle quadrangles, Alaska",NA,NA,Parent,"Naibert, T. J.; Wypych, A. l. i. c. j. a.; Newberry, R. J.; Twelker, E. v. a. n.; Gavel, M. M.; Wildland, A. D.; Barrera, M. L.; Szumigala, D. J.; Regan, S. P.; Avirett, D. F.; Bernard, C. M.; Blackwell, N. J.; Fessenden, S. N.; Harvey, D. A.; Hubbard, A. K.; Masterman, S. S.; Muller, I. P.; Turner, M. M.; Wyatt, W. C.",859; 1267; 864; 1178; 402; 1241; 83; 1135; 986; 61; 106; 122; 359; 474; 527; 753; 845; 1266,"Naibert, Travis J.; Wypych, Alicja; Newberry, Rainer J.; Twelker, Evan; Gavel, Michelle M.; Wildland, Alec D.; Barrera, Michael L.; Szumigala, David J.; Regan, Sean P.; Avirett, Dylan F.; Bernard, Curtis M.; Blackwell, Noel J S; Fessenden, Serena N.; Harvey, David A.; Hubbard, Angie K.; Masterman, Steve S.; Muller, Izzy P.; Wyatt, W. Chris",Alaska Division of Geological & Geophysical Surveys,94,19,18,"Turner, M. M.","Revised NEW_AUTHORS to include Turner, M. M."
32,https://dggs.alaska.gov/pubs/id/31166,https://doi.org/10.14509/31166,NA,Dataset/Data Release,"Geologic investigation of the Western Tanacross and Taylor Mountain areas, Tanacross and Eagle quadrangles, Alaska",NA,NA,NA,"Geologic investigation of the Western Tanacross and Taylor Mountain areas, Tanacross and Eagle quadrangles, Alaska",Alaska Division of Geological & Geophysical Surveys Preliminary Interpretive Report,Alaska Division of Geological & Geophysical Surveys,2024,2024,"Naibert, T.J.; Wypych, Alicja; Newberry, R.J.; Twelker, Evan; Gavel, M.M.; Wildland, A.D.; Barrera, M.L.; Szumigala, D.J.; Regan, S.P.; Avirett, D.F.; Bernard, C.M.; Blackwell, N.J.; Fessenden, S.N.; Harvey, D.A.; Hubbard, A.K.; Masterman, S.S.; Muller, I.P.; Turner, M.M.; Wyatt, W.C.",NA,NA,Amphibolite; Andesite; Basalt; Cenozoic; Devonian; Geologic; Jurassic; Metamorphic; Paleozoic; Volcanic,Earth Mapping Resources Initiative (Earth MRI),"Western Tanacross and Taylor Mountain areas, Tanacross and Eagle quadrangles, Alaska",NA,pir2024_006_w_tanacross_and_taylor_mnt_ak_gems_db; pir2024_006_w_tanacross_and_taylor_mnt_gems_db; pir2024_006_w_tanacross_and_taylor_mnt_gems_shp,Parent,"Naibert, T. J.; Wypych, A. l. i. c. j. a.; Newberry, R. J.; Twelker, E. v. a. n.; Gavel, M. M.; Wildland, A. D.; Barrera, M. L.; Szumigala, D. J.; Regan, S. P.; Avirett, D. F.; Bernard, C. M.; Blackwell, N. J.; Fessenden, S. N.; Harvey, D. A.; Hubbard, A. K.; Masterman, S. S.; Muller, I. P.; Turner, M. M.; Wyatt, W. C.",859; 1267; 864; 1178; 402; 1241; 83; 1135; 986; 61; 106; 122; 359; 474; 527; 753; 845; 1266,"Naibert, Travis J.; Wypych, Alicja; Newberry, Rainer J.; Twelker, Evan; Gavel, Michelle M.; Wildland, Alec D.; Barrera, Michael L.; Szumigala, David J.; Regan, Sean P.; Avirett, Dylan F.; Bernard, Curtis M.; Blackwell, Noel J S; Fessenden, Serena N.; Harvey, David A.; Hubbard, Angie K.; Masterman, Steve S.; Muller, Izzy P.; Wyatt, W. Chris",Alaska Division of Geological & Geophysical Surveys,96,19,18,"Turner, M. M.","Revised NEW_AUTHORS to include Turner, M. M."
33,https://wgnhs.wisc.edu/catalog/publication/001005,NA,NA,Dataset/Data Release,"Geologic Map of the Highland West and Highland East 7.5-Minute Quadrangles, Grant and Iowa Counties, Wisconsin",NA,NA,NA,Geologic Map of the Highland West and Highland East 7.5-Minute Quadrangles,NA,NA,NA,NA,NA,NA,"The geologic map of the Highland West and Highland East 7.5-minute quadrangles includes 1:24,000-scale mapping of both surficial and bedrock geology. Highland was a long-lived and important sub-district of the Upper Mississippi lead-zinc mining area in the 19th and 20th centuries. Recent and renewed interest in the presence and distribution of critical minerals initiated this mapping effort. The map and accompanying report present the Paleozoic bedrock stratigraphy, including structures.",NA,NA,Highland West and Highland East 7.5-minute quadrangles,"1:24,000-scale mapping; GIS data in GeMS format",GeMS file geodatabase; shapefiles; metadata,Parent,"Fitzpatrick, W.A.; Stewart, E.D.;",NA,NA,Wisconsin Geological and Natural History Survey,97,2,0,"Fitzpatrick, W. A.; Stewart, E. D.","Revised NEW_AUTHORS to include Fitzpatrick, W.A. & Stewart, E.D."
34,https://dggs.alaska.gov/pubs/id/31304,https://doi.org/10.14509/31304,NA,Dataset/Data Release,"Kuskokwim airborne electromagnetic survey, northern Kaiyuh Mountains, Alaska",NA,NA,NA,"Kuskokwim airborne electromagnetic survey, northern Kaiyuh Mountains, Alaska",Alaska Division of Geological & Geophysical Surveys Geophysical Report,Alaska Division of Geological & Geophysical Surveys,2025,2025,E.I. Petersen; L.A. Fusso; A.M. Emond; SkyTEM Canada Incorporated; Aqua Geo Frameworks LLC,SkyTEM Canada Incorporated; Aqua Geo Frameworks LLC,NA,Aeromagnetic; Aeromagnetic Data; Aeromagnetic Map; Aeromagnetic Survey; Airborne Geophysical Survey; Analytic Signal; Bishop Creek; Bonanza Creek; Branch Creek; California Creek; Camp Creek; Colorado Creek; DGGS; Dome Creek; Earth MRI; Eddy Creek; Electromagnetic Data; Electromagnetic Survey; geoscientificInformation; Illinois Creek; Kaiyuh Mining District; Kaiyuh Mountains; Kala Creek; Kalakaket Creek; Khotol Mountain; Kinkaid Creek; Little Mud River; Mineral Exploration; Mineral Resources; Mining; Minnesota Creek; Modeling; Resistivity; Resistivity Model; Ruby Mining District; Totson Mountain; Yuki River; Yukon Creek,Earth Mapping Resources Initiative (Earth MRI),Kuskokwim Kaiyuh Mountains,NA,gpr2025_002_kuskokwim-em-ascii_data; gpr2025_002_kuskokwim-em-databases_geosoft; gpr2025_002_kuskokwim-em-documents; gpr2025_002_kuskokwim-em-grids_geosoft; gpr2025_002_kuskokwim-em-grids_tif; gpr2025_002_kuskokwim-em-kmz; gpr2025_002_kuskokwim-em-maps_pdf_format; gpr2025_002_kuskokwim-em-models_resistivity; gpr2025_002_kuskokwim-em-vector_data,Parent,"Petersen, E. I.; Fusso, L. A.; Emond, A. M.; Incorporated, SkyTEM Canada; LLC, Aqua Geo Frameworks",926; 386; 327,"Petersen, E I; Fusso, L A; Emond, A.",Alaska Division of Geological & Geophysical Surveys,102,5,3,,"Author is an organization, not a person, so not included"
35,https://dggs.alaska.gov/pubs/id/31087,https://doi.org/10.14509/31087,NA,Dataset/Data Release,"Kuskokwim airborne magnetic and radiometric geophysical survey, northern Kuskokwim Mountains",NA,NA,NA,Kuskokwim airborne magnetic and radiometric geophysical survey,Alaska Division of Geological & Geophysical Surveys Geophysical Report,Alaska Division of Geological & Geophysical Surveys,2023,2023,A.M. Emond; MPX Geophysics LTD,NA,NA,Aeromagnetic; Aeromagnetic Data; Aeromagnetic Map; Aeromagnetic Survey; Airborne Geophysical Survey; Airborne Geophysical/Geological Mineral Inventory; Analytic Signal; Anvik Mining District; Bearpaw River; Big Mud River; Bitzshtini Mountains; Chentansitztan; Chitanana River; Chitanatala Mountains; Cosna; Cosna River; Davenport; DGGS; Earth MRI; Eightmile Point; Exploration; Fish River; Foraker River; Geologic; Geology; Geophysical Map; Geophysics; Geophysics Search Tag; geoscientificInformation; Giles Bay; Gold Run; Gridded Data; Herron River; Hot Springs Mining District; Hughes Mining District; Innoko Mining District; Kaiyuh Mining District; Kaltag River; Kantishna Mining District; Kantishna River; Khotol River; Lake Minchumina; Lake Snohomish; Lewis; Line Data; Lost River; Louden; Magitchlie Range; Magnetic Contours; Magnetic Data; Magnetic Survey; Magnetic Susceptibility; Magnetics; McGrath Mining District; Melozi; Melozitna Mining District; Melozitna River; Mineral Development; Mineral Exploration; Mineral Resources; Monzonite Hills; Muddy River; Munsatli Mountains; New Lowden; Ninemile Point; Nowitna River; Placerville; Poorman; Remote Sensing; Resistivity; Rodo River; Rodokakat; Ruby; Ruby Mining District; Ses Chaget; Sethkokna River; Shisloiso Hills; Shisnona River; Snohomish Hills; Sulatna River; Sulukna River; Swift Fork Kuskokwim River; Tanana River; Tdlogaiyakh; Telida Mountains; Telsitna River; Titna River; Twin Buttes; Yokakek; Yuki River; Yukon River; Zitziana River,NA,Northern Kuskokwim Mountains,Airborne Geophysical Survey,gpr2023_001_n-kuskokwim-mts-ascii_data; gpr2023_001_n-kuskokwim-mts-databases_geosoft; gpr2023_001_n-kuskokwim-mts-documents; gpr2023_001_n-kuskokwim-mts-grids_geosoft; gpr2023_001_n-kuskokwim-mts-grids_tif; gpr2023_001_n-kuskokwim-mts-kmz; gpr2023_001_n-kuskokwim-mts-maps_geosoft; gpr2023_001_n-kuskokwim-mts-maps_jpg_format; gpr2023_001_n-kuskokwim-mts-maps_pdf_format; gpr2023_001_n-kuskokwim-mts-vector_data,Parent,"Emond, A. M.; LTD, MPX Geophysics",327,"Emond, A.",Alaska Division of Geological & Geophysical Surveys,103,2,1,,"Author is an organization, not a person, so not included"
36,https://dggs.alaska.gov/pubs/id/31094,https://doi.org/10.14509/31094,NA,Dataset/Data Release,"Kuskokwim airborne magnetic and radiometric survey, Sischu Mountains",NA,NA,NA,Kuskokwim airborne magnetic and radiometric survey,Geophysical Report 2024-1,Alaska Division of Geological & Geophysical Surveys,1/1/2024,2024,A.M. Emond; L.A. Fusso; Geotech Ltd.,NA,NA,Aeromagnetic; Aeromagnetic Data; Aeromagnetic Map; Aeromagnetic Survey; Airborne Geophysical Survey; Airborne Geophysical/Geological Mineral Inventory,Earth Mapping Resources Initiative (Earth MRI),Kuskokwim Sischu Mountains,Airborne magnetic survey; Radiometric survey,gpr2024_001_ascii_data; gpr2024_001_databases_geosoft; gpr2024_001_documents; gpr2024_001_grids_geosoft; gpr2024_001_grids_tif; gpr2024_001_kmz; gpr2024_001_maps_geosoft; gpr2024_001_maps_pdf_format; gpr2024_001_vector_data,Parent,"Emond, A. M.; Fusso, L. A.; Ltd., G. e. o. t. e. c. h.",327; 386,"Emond, A.; Fusso, L A",Alaska Division of Geological & Geophysical Surveys,104,3,2,,"Author is an organization, not a person, so not included"
37,https://www.usgs.gov/data/magnetic-susceptibility-and-density-measurements-wet-mountains-colorado-2022-2023,https://doi.org/10.5066/P9D3FQWZ,NA,Dataset/Data Release,"Magnetic susceptibility and density measurements in the Wet Mountains, Colorado, 2022 to 2023",NA,NA,NA,"Rock Magnetic Susceptibility and Density Measurements in the Wet Mountains, Colorado",NA,NA,NA,2023,NA,NA,"The U.S. Geological Survey (USGS) collected rock magnetic susceptibility and density measurements to understand the causative sources of airborne magnetic and ground gravity survey anomalies in the Wet Mountains, Colorado. A total of 609 magnetic susceptibility and 86 density measurements were collected from outcrops and hand samples, respectively, from July 2022 to June 2023. These measurements aid the interpretation of newly collected geophysical data to identify concealed Ediacaran-Ordovician alkaline igneous features and potential rare earth element deposits.",NA,NA,"Wet Mountains, Colorado",rock magnetic susceptibility measurements; density measurements; field observations; Global Position System,NA,Parent,Benjamin P Magnin; Eric D Anderson,731; 35,"Magnin, B P; Anderson, E.",U.S. Geological Survey,105,2,0,,"Revised X_LLM_Authors_IDs/X_LLM_Authors_Parsed to inclide 731 (Magnin, B P) & 35 (Anderson, E.)"
38,https://www.usgs.gov/data/magnetic-susceptibility-measurements-wet-mountains-colorado-2021-2022,https://doi.org/10.5066/P96YTJ5F,NA,Dataset/Data Release,"Magnetic susceptibility measurements in the Wet Mountains, Colorado, 2021 to 2022",NA,NA,NA,"Rock Magnetic Susceptibility Measurements in the Wet Mountains, Colorado",NA,NA,NA,2022,NA,NA,"The U.S. Geological Survey (USGS) collected rock magnetic susceptibility measurements to understand the causative sources of airborne magnetic survey anomalies in the Wet Mountains, Colorado. A total of 808 measurements were collected over 50 locations from August 2021 to June 2022 on rocks ranging from Paleoproterozoic to Oligocene age. These measurements aid the interpretation of newly collected airborne geophysical data to identify concealed Ediacaran-Ordovician alkaline igneous features and potential rare earth element deposits.",NA,NA,"Wet Mountains, Colorado",rock magnetic susceptibility measurements; airborne geophysical data interpretation; handheld Global Position System,NA,Parent,Benjamin P Magnin; Eric D Anderson,731; 35,"Magnin, B P; Anderson, E.",U.S. Geological Survey,106,2,0,,"Revised X_LLM_Authors_IDs/X_LLM_Authors_Parsed to inclide 731 (Magnin, B P) & 35 (Anderson, E.)"
39,https://pubs.usgs.gov/publication/mcs2023,https://doi.org/10.3133/mcs2023,NA,Scientific Publication/Report,Mineral Commodity Summaries 2023,NA,NA,NA,Mineral commodity summaries 2023,NA,U.S. Geological Survey,2023,2023,U.S. Geological Survey,NA,"Each mineral commodity chapter of the 2023 edition of the U.S. Geological Survey (USGS) Mineral Commodity Summaries (MCS) includes information on events, trends, and issues for each mineral commodity as well as discussions and tabular presentations on domestic industry structure, Government programs, tariffs, 5-year salient statistics, and world production, reserves, and resources.",NA,NA,NA,NA,NA,Parent,"Survey, U. S. Geological",NA,NA,U.S. Geological Survey,107,1,0,,"Author is an organization, not a person, so not included"
40,http://downloads.wvgs.wvnet.edu/pubcat/docs/G20AC00164WV_Final Report_EMRI High Al Underclays.pdf,NA,NA,Scientific Publication/Report,Regional Investigation of Rare Earth Element-Enriched Underclay Deposits in the Central and Eastern United States: An Earth Mapping Resources Initiative (Earth MRI) Geochemical Reconnaissance Study,NA,NA,NA,Regional Investigation of Rare Earth Element-Enriched Underclay Deposits in the Central and Eastern United States: an Earth Mapping Resources Initiative (Earth MRI) Geochemical Reconnaissance Study,West Virginia Geological and Economic Survey Reports of Investigation,West Virginia Geological & Economic Survey,1/1/2024,2024,Jessica Moore (West Virginia Geological and Economic Survey); Heather Hanna (Hanna Forensics LLC); Bethany Royce (West Virginia Geological and Economic Survey); Gary Daft Jr. (West Virginia Geological and Economic Survey); William Andrews (Kentucky Geological Survey); Cortland Eble (Kentucky Geological Survey); Sarah Brown (West Virginia Geological and Economic Survey),West Virginia Geological and Economic Survey; Hanna Forensics LLC; Kentucky Geological Survey; Maryland Geological Survey; Pennsylvania Geological Survey; Ohio Geological Survey; Indiana Geological and Water Survey; Illinois State Geological Survey; Iowa Geological Survey,"The United States Geological Survey (USGS) Earth Mapping Resources Initiative (Earth MRI) works to identify mineralized areas or deposits across the United States that host critical minerals. Aluminum-rich clays associated with coal horizons represent potentially significant low-grade, large-volume, critical mineral resources. Past studies show that alumina is routinely 20-40% in these clay layers, and preliminary geochemical data indicate that some clay beds host elevated (>300 ppm) rare earth element (REE) concentrations. However, understanding of the distribution of metals in varying lithologies and stratigraphic positions is limited by data density and a lack of modern geochemical data. As part of a first of a kind, multi-year study, over one thousand stratigraphic and spatially representative underclay samples were collected from eight states in the Appalachian and Illinois basins and were geochemically analyzed by the USGS. Initial results of the regional geochemical reconnaissance study showed ranges of total REEs from 1292 ppm to 53 ppm in the Appalachian Basin and 1205 ppm to 8 ppm in the Illinois Basin. Relative enrichment of individual elements was analyzed by tau plots; phosphates and/or Al-rich phases seem to be the primary controls on REE enrichment, while XRD confirmed that the claysâ€™ mineralogical content did not hold any REE associated minerals.",NA,NA,Central and Eastern United States,Geochemical analysis; ICP-OES-MS; WDXRF; Handheld XRF; XRD,NA,Parent,"Moore, J. e. s. s. i. c. a.; Hanna, H. e. a. t. h. e. r.; Royce, B. e. t. h. a. n. y.; Jr., Gary Daft; Andrews, W. i. l. l. i. a. m.; Eble, C. o. r. t. l. a. n. d.; Brown, S. a. r. a. h.",820; 462; 1011; 591; 43; 318; 166,"Moore, Jessica; Hanna, Heather; Royce, Bethany; Jr, Gary Daft; Andrews, W.; Eble, Cortland; Brown, S E",West Virginia Geological & Economic Survey,111,7,6,,"Revised X_LLM_Authors_IDs/X_LLM_Authors_Parsed to inclide 166 (Brown, S E)"
41,https://dggs.alaska.gov/pubs/id/31303,https://doi.org/10.14509/31303,NA,Dataset/Data Release,"Seward Peninsula airborne electromagnetic survey, Kigluaik, Bendeleben, and Darby mountains, Alaska",NA,NA,NA,"Seward Peninsula airborne electromagnetic survey, Kigluaik, Bendeleben, and Darby mountains, Alaska",Alaska Division of Geological & Geophysical Surveys Geophysical Report,Alaska Division of Geological & Geophysical Surveys,2024,2024,A.M. Emond; L.A. Fusso; SkyTEM Canada Incorporated,NA,NA,Aeromagnetic; Aeromagnetic Data; Aeromagnetic Map; Aeromagnetic Survey; Airborne Geophysical Survey; Analytic Signal; Bendeleben Mountains; Bunker Hill; Central River; Chauik Mountain; Cobblestone River; Copper Mountain; Council Mining District; Crater Lake; Darby Mountains; DGGS; Earth MRI; Exploration; Feather River; Fish River; Geologic; Geology; Geophysical Map; Geophysical Survey; Geophysics; Geophysics Search Tag; geoscientificInformation; Grand Central River; Grand Singatook; Grass Valley; Gridded Data; Imuruk Basin; Kigluaik Mountains; Kougarok Mining District; Kougarok River; Koyuk Mining District; Kuzitrin Lake; Kuzitrin River; Libby River; Line Data; Magnetic Data; Magnetic Survey; Magnetics; Mosquito Pass; Mount Bendeleben; Mount Osborn; Mount Ost; Niukluk River; Nome Mining District; Nome River; Omiaktalik Lake; Omilak; Omilak Mountain; Pargon River; Pilgrim River; Pilgrim Springs; Port Clarence Mining District; Remote Sensing; Salmon Lake; Seward Peninsula; Sinuk; Sinuk River; Tigaraha Mountain; Tisuk River; Tubutulik River; White River; Wild Goose Pipeline,NA,"Seward Peninsula, Alaska",Airborne electromagnetic survey,gpr2024_002_ascii_data; gpr2024_002_databases_geosoft; gpr2024_002_documents; gpr2024_002_grids_geosoft; gpr2024_002_grids_tif; gpr2024_002_kmz; gpr2024_002_maps_pdf_format; gpr2024_002_models_resistivity; gpr2024_002_vector_data,Parent,"Emond, A. M.; Fusso, L. A.; Incorporated, SkyTEM Canada",327; 386,"Emond, A.; Fusso, L A",Alaska Division of Geological & Geophysical Surveys,112,3,2,,"Author is an organization, not a person, so not included"
42,https://dggs.alaska.gov/pubs/id/30899,https://doi.org/10.14509/30899,NA,Dataset/Data Release,Tanana River and Big Delta airborne magnetic and radiometric survey,NA,NA,NA,Tanana River and Big Delta airborne magnetic and radiometric survey,Geophysical Report 2022-1,Alaska Division of Geological & Geophysical Surveys,NA,2022,"Emond, A.M.; MPX Geophysics LTD",NA,NA,Aeromagnetic; Aeromagnetic Data; Aeromagnetic Map; Aeromagnetic Survey; Airborne Geophysical Survey; Analytic Signal; Big Delta; Big Lake; Bonnifield Mining District; Central; Charley River; Chatanika River; Chena Hot Springs; Chena River; Circle Mining District; Cosna; Delta River; Delta River Mining District; DGGS; Earth MRI; Exploration; Fairbanks Mining District; Fort Wainwright; Fortymile Mining District; Geologic; Geology; Geophysical Map; Geophysical Survey; Geophysics; Geophysics Search Tag; geoscientificInformation; Gerstle River; Goodpaster Mining District; Goodpaster River; Gridded Data; Healy River; Hot Springs Mining District; Kantishna Mining District; Line Data; Magnetic Data; Magnetic Survey; Magnetics; North Pole; Rampart Mining District; Remote Sensing; Richardson; Salcha River; Tanana River; Tatalina River; Tatlanika River; Tolovana; Tolovana Mining District; Tolovana River; Totatlanika River; Two Rivers; Volkmar River; Wood River; Yukon River; Zitziana River,NA,NA,NA,gpr2022_001_tanana-big-delta-ascii-data; gpr2022_001_tanana-big-delta-databases-geosoft; gpr2022_001_tanana-big-delta-documents; gpr2022_001_tanana-big-delta-grids-ermapper; gpr2022_001_tanana-big-delta-grids-geosoft; gpr2022_001_tanana-big-delta-images-registered; gpr2022_001_tanana-big-delta-kmz; gpr2022_001_tanana-big-delta-maps-geosoft; gpr2022_001_tanana-big-delta-maps-pdf; gpr2022_001_tanana-big-delta-vector-data,Parent,"Emond, A. M.; LTD, MPX Geophysics",327,"Emond, A.",Alaska Division of Geological & Geophysical Surveys,114,2,1,,"Author is an organization, not a person, so not included"
43,https://pubs.usgs.gov/publication/70218674,NA,NA,Scientific Publication/Report,"The US Geological Survey's Earth Mapping Resources Initiative (Earth MRI)â€”Providing framework geologic, geophysical, and elevation data to the nation's critical â€¦",NA,NA,NA,Overview of the Earth Resources Mapping Initiative (Earth MRI),NA,NA,NA,NA,NA,U.S. Geological Survey; Association of American State Geologists,This article provides an overview of the Earth MRI effort with discussions on the initial geophysical surveys funded for areas that have known potential for rare earth element resources.,NA,U.S. Geological Survey,"Geologic resources, critical mineral resources",geophysical surveys; lidar surveys,NA,Parent,Warren C. Day; Benjamin J. Drenth; Anne E. McCafferty; Anjana K. Shah; David A. Ponce; James V. Jones III; V. J. Grauch,270; 98; 770; 1052; 947; 550; 434,"Day, Warren C.; Benjamin J Drenth, Ph.D; McCafferty, Anne E.; Shah, A.K.; Ponce, D.; III, James V. Jones; Grauch, V. J. S.",U.S. Geological Survey,116,1,0,,"Revised X_LLM_Authors_IDs/X_LLM_Authors_Parsed to inclide 270 (Day, Warren C.); 98 (Benjamin J Drenth Ph.D); 770 (McCafferty, Anne E.); 1052 (Shah, A.K.); 947 (Ponce, D.); 550 (III, James V. Jones); 434 (Grauch, V. J. S.)"
44,https://dggs.alaska.gov/pubs/id/31494,https://doi.org/10.14509/31494,NA,Dataset/Data Release,"Tofty airborne magnetic and radiometric survey, Alaska",NA,NA,NA,"Tofty airborne magnetic and radiometric survey, Alaska",Geophysical Report 2025-4,Alaska Division of Geological & Geophysical Surveys,NA,2025,L.A. Fusso; E.I. Petersen; A.M. Emond; EON Geosciences Inc.,NA,NA,Aeromagnetic; Aeromagnetic Data; Aeromagnetic Map; Aeromagnetic Survey; Airborne Geophysical Survey; American Creek; Analytic Signal; Baker Creek; Blowback Creek; Cache Creek; Camp Creek; Colorado Creek; Cooney Creek; Deep Creek; Deep Creek Lakes; DGGS; Dome Creek; Earth MRI; Eldorado Creek; Exploration; Fish Lake; Geologic; Geology; Geophysical Map; Geophysical Survey; Geophysics; Geophysics Search Tag; geoscientificInformation; Gold Basin Creek; Gridded Data; Killarney Creek; Line Data; Magnetic Data; Magnetic Survey; Magnetics; New York Creek; Quartz Creek; Radiometrics; Ready Money Creek; Remote Sensing; Sullivan Creek; Tamarack Creek; Tofty; Tonawanda Creek; Utah Creek; Woodchopper Creek,Earth Mapping Resources Initiative (Earth MRI),Geology of Alaska,NA,NA,Parent,"Fusso, L. A.; Petersen, E. I.; Emond, A. M.; Inc., EON Geosciences",386; 926; 327,"Fusso, L A; Petersen, E I; Emond, A.",Alaska Division of Geological & Geophysical Surveys,118,4,3,,"Author is an organization, not a person, so not included"
45,https://dggs.alaska.gov/pubs/id/30756,https://doi.org/10.14509/30756,NA,Dataset/Data Release,White Mountains airborne magnetic and radiometric geophysical survey,NA,NA,NA,White Mountains airborne magnetic and radiometric geophysical survey,Alaska Division of Geological & Geophysical Surveys Geophysical Report,Alaska Division of Geological & Geophysical Surveys,2021,2021,A.M. Emond; MPX Geophysics LTD,NA,NA,Aeromagnetic; Aeromagnetic Data; Aeromagnetic Map; Aeromagnetic Survey; Airborne Geophysical Survey,NA,"White Mountains, Alaska",Airborne magnetic survey; Radiometric survey,gpr2021_003_whitemtns_2021_ascii_data; gpr2021_003_whitemtns_2021_databases_geosoft; gpr2021_003_whitemtns_2021_documents; gpr2021_003_whitemtns_2021_grids_ermapper; gpr2021_003_whitemtns_2021_grids_geosoft; gpr2021_003_whitemtns_2021_images_registered; gpr2021_003_whitemtns_2021_kmz; gpr2021_003_whitemtns_2021_maps_geosoft_format; gpr2021_003_whitemtns_2021_maps_jpg_format; gpr2021_003_whitemtns_2021_maps_pdf_format; gpr2021_003_whitemtns_2021_vector_data,Parent,"Emond, A. M.; LTD, MPX Geophysics",327,"Emond, A.",Alaska Division of Geological & Geophysical Surveys,122,2,1,,"Author is an organization, not a person, so not included"
